GEOID,BoroName,NTA2020,lon,lat,centroid,geometry,tt_0,fp_0,tt_1,fp_1,tt_2,fp_2,tt_3,fp_3,tt_4,fp_4,tt_5,fp_5,tt_6,fp_6,tt_7,fp_7,tt_8,fp_8,tt_9,fp_9
36061000100,Manhattan,MN0191,-74.04233963651815,40.69567322688057,POINT (-74.04233991488555 40.69567298240604),POINT (-74.04233963651815 40.69567322688057),171.468,85517,160.368,FPC-457,193.048,85434,190.396,87247,187.825,85521,186.073,85523,182.932,FPC-488,188.449,85322,185.012,85495,191.434,81199
36061000201,Manhattan,MN0301,-73.98584800829613,40.711868746013344,POINT (-73.98584800028144 40.71186871871548),POINT (-73.98584800829613 40.71186874601334),12.063,85434,17.654,85517,25.916,87247,28.513,FPC-488,24.369,85521,30.301,85523,37.428,84758,34.382,81199,37.087,85495,26.933,FPC-457
36061000600,Manhattan,MN0301,-73.989476789607,40.71195059941946,POINT (-73.9894767752886 40.711950582311424),POINT (-73.989476789607 40.71195059941946),15.368,85434,21.278,85517,21.2,87247,23.797,FPC-488,19.653,85521,25.585,85523,29.666,81199,32.712,84758,32.371,85495,31.795,FPC-457
36061001401,Manhattan,MN0302,-73.98733213729894,40.71516046573841,POINT (-73.98733213277733 40.715160475095416),POINT (-73.98733213729894 40.71516046573841),10.399,85434,23.392,85517,22.441,87247,20.894,85521,25.038,FPC-488,26.826,85523,30.907,81199,32.532,84758,33.612,85495,33.035,FPC-457
36061001402,Manhattan,MN0302,-73.9858816314248,40.71751329862137,POINT (-73.98588163638996 40.71751329107455),POINT (-73.9858816314248 40.71751329862137),6.619,85434,19.823,87247,20.595,85517,18.276,85521,24.208,85523,24.931,FPC-488,28.289,81199,29.085,84758,33.523,85495,32.392,FPC-457
36061001800,Manhattan,MN0302,-73.99084216687713,40.719046119948565,POINT (-73.99084214553514 40.719046119924954),POINT (-73.99084216687713 40.71904611994857),11.811,85434,19.302,87247,21.09,85517,17.246,85521,23.178,85523,22.535,FPC-488,27.019,81199,26.689,84758,33.002,85495,32.887,FPC-457
36061002201,Manhattan,MN0302,-73.9818441595981,40.71911566546385,POINT (-73.98184414606295 40.71911565637374),POINT (-73.9818441595981 40.71911566546385),2.541,85434,25.5,87247,23.953,85521,27.093,85517,29.885,85523,30.971,FPC-488,31.345,81199,35.644,84758,39.545,85495,37.318,FPC-457
36061002601,Manhattan,MN0303,-73.97993015397464,40.72258485164247,POINT (-73.97993013644351 40.72258485381506),POINT (-73.97993015397464 40.72258485164247),8.656,85434,25.885,87247,24.037,85521,26.695,85523,28.311,81199,24.042,85517,33.286,FPC-488,37.44,84758,42.012,85495,47.033,85322
36061002602,Manhattan,MN0303,-73.97861335594028,40.72438922415978,POINT (-73.9786133390267 40.72438922658674),POINT (-73.97861335594028 40.72438922415978),11.116,85434,22.614,87247,20.766,85521,23.424,85523,25.04,81199,20.771,85517,30.15,FPC-488,35.797,84758,41.433,85495,48.312,85322
36061002800,Manhattan,MN0303,-73.97681304479434,40.726860955813045,POINT (-73.97681303615444 40.726860950834535),POINT (-73.97681304479434 40.72686095581304),13.434,85434,21.333,87247,19.485,85521,22.143,85523,23.759,81199,28.869,FPC-488,20.838,85517,34.516,84758,41.5,85495,30.826,FPC-624
36061003100,Manhattan,MN0102,-74.00381559584184,40.71531057200895,POINT (-74.00381569131154 40.71531053046602),POINT (-74.00381559584184 40.71531057200895),12.585,85517,22.817,85434,22.767,87247,17.946,85521,20.604,85523,27.701,FPC-488,23.412,81199,35.74,84758,32.259,85495,24.096,FPC-457
36061003200,Manhattan,MN0303,-73.98370701917263,40.72555328579269,POINT (-73.98370702842817 40.72555327845573),POINT (-73.98370701917263 40.72555328579269),15.342,85434,23.124,87247,21.276,85521,23.934,85523,26.743,85517,26.04,81199,29.496,FPC-488,33.65,84758,38.603,85495,36.749,FPC-457
36061003300,Manhattan,MN0102,-74.00614634416432,40.71886214043471,POINT (-74.00614634471161 40.718862096530124),POINT (-74.00614634416432 40.71886214043471),9.064,85517,26.654,85434,18.742,87247,17.529,85521,15.849,85523,24.936,81199,26.808,FPC-488,34.847,84758,34.477,85495,25.899,FPC-457
36061003400,Manhattan,MN0303,-73.98145767697616,40.72900590859083,POINT (-73.98145767533329 40.729005907658376),POINT (-73.98145767697616 40.72900590859083),18.054,85434,19.286,87247,17.438,85521,20.096,85523,21.904,81199,22.607,85517,26.822,FPC-488,32.469,84758,40.337,85495,28.971,FPC-624
36061003601,Manhattan,MN0302,-73.9911271645957,40.72231932780311,POINT (-73.99112716050642 40.72231932551375),POINT (-73.9911271645957 40.72231932780311),13.78,85434,17.784,87247,22.478,85517,16.237,85521,22.169,85523,25.571,81199,26.429,FPC-488,31.773,84758,35.003,85495,34.275,FPC-457
36061003602,Manhattan,MN0303,-73.99020046176119,40.724560375260566,POINT (-73.99020044930231 40.7245603764933),POINT (-73.99020046176119 40.72456037526057),15.196,85434,18.22,87247,16.673,85521,21.858,85517,22.605,85523,22.368,81199,26.865,FPC-488,33.304,84758,35.439,85495,34.619,FPC-457
36061003700,Manhattan,MN0201,-74.0074867941145,40.726278564944955,POINT (-74.0074867844917 40.726278558965056),POINT (-74.0074867941145 40.72627856494496),15.075,85517,19.259,87247,25.343,85434,17.522,85521,16.366,85523,24.929,81199,30.743,FPC-488,39.724,84758,40.488,85495,31.91,FPC-457
36061003900,Manhattan,MN0102,-74.0107807590449,40.72079553570638,POINT (-74.0107807731053 40.72079547237539),POINT (-74.01078075904491 40.72079553570638),14.092,85517,30.884,85434,23.655,87247,21.084,85521,20.877,85523,28.491,81199,30.363,FPC-488,30.927,FPC-457,38.402,84758,39.505,85495
36061004001,Manhattan,MN0303,-73.9849021192912,40.730264485255454,POINT (-73.98490213004057 40.730264478967435),POINT (-73.98490211929121 40.73026448525545),20.885,85434,20.684,87247,18.716,85521,21.374,85523,22.934,81199,21.765,85517,28.357,FPC-488,34.004,84758,41.367,85495,30.001,FPC-624
36061004002,Manhattan,MN0303,-73.98720895456378,40.73124230289812,POINT (-73.98720896594332 40.73124229637703),POINT (-73.98720895456378 40.73124230289812),18.646,87247,20.024,85434,15.868,85521,18.526,85523,20.086,81199,20.789,85517,28.182,FPC-488,33.829,84758,38.519,85495,27.153,FPC-624
36061004100,Manhattan,MN0201,-73.99669598277335,40.7191636873842,POINT (-73.99669600087324 40.71916366692359),POINT (-73.99669598277335 40.7191636873842),19.62,85434,17.836,85517,21.705,87247,15.61,85521,20.047,85523,31.002,FPC-488,23.468,81199,35.156,84758,34.739,85495,30.057,FPC-457
36061004300,Manhattan,MN0201,-73.99546720645795,40.723324400824275,POINT (-73.99546719978427 40.723324396693656),POINT (-73.99546720645795 40.72332440082427),18.659,85434,17.462,87247,17.559,85517,13.774,85521,19.056,85523,20.77,81199,29.112,FPC-488,36.287,84758,36.115,85495,29.78,FPC-457
36061004500,Manhattan,MN0201,-73.99939082189476,40.72057033019494,POINT (-73.99939084546835 40.72057031667378),POINT (-73.99939082189476 40.72057033019494),21.234,85434,14.286,85517,21.05,87247,14.97,85521,17.628,85523,21.829,81199,29.645,FPC-488,38.034,84758,33.302,85495,26.507,FPC-457
36061005200,Manhattan,MN0501,-73.99045862330036,40.73743473648013,POINT (-73.99045864282371 40.73743472095588),POINT (-73.99045862330036 40.73743473648013),12.348,87247,10.122,85521,12.78,85523,25.745,85434,19.051,81199,19.754,85517,29.056,FPC-488,34.703,84758,36.567,85495,26.118,FPC-624
36061005400,Manhattan,MN0501,-73.99367779133667,40.73881207743306,POINT (-73.99367780718457 40.738812069516676),POINT (-73.99367779133667 40.73881207743306),8.714,87247,10.624,85521,13.156,85523,24.338,85434,22.893,81199,19.884,85517,31.985,FPC-488,37.632,84758,42.096,85495,31.431,FPC-624
36061005501,Manhattan,MN0202,-73.99708180830041,40.727672610534896,POINT (-73.99708181650152 40.72767260351943),POINT (-73.99708180830041 40.7276726105349),20.627,85434,18.821,87247,15.133,85521,19.054,85517,20.789,85523,21.009,81199,30.471,FPC-488,37.917,84758,38.229,85495,31.275,FPC-457
36061005502,Manhattan,MN0202,-73.99387212712992,40.726223496692796,POINT (-73.99387212794875 40.72622349092178),POINT (-73.99387212712992 40.7262234966928),18.396,85434,17.112,87247,13.424,85521,17.326,85517,19.356,85523,17.836,81199,28.762,FPC-488,36.208,84758,35.056,85495,30.087,FPC-457
36061005800,Manhattan,MN0501,-73.99051618494464,40.74315158928294,POINT (-73.99051620582514 40.74315157654082),POINT (-73.99051618494464 40.74315158928294),3.351,87247,8.421,85521,14.424,85523,20.287,81199,25.251,85434,23.153,85517,35.095,FPC-488,41.13,84758,32.977,FPC-624,43.669,85495
36061006300,Manhattan,MN0202,-73.99686078482694,40.734421701854465,POINT (-73.99686080680512 40.734421687788746),POINT (-73.99686078482694 40.73442170185447),12.962,87247,12.907,85521,22.841,85434,14.755,85523,16.479,85517,21.152,81199,30.805,FPC-488,38.844,84758,40.288,85495,33.314,FPC-457
36061006500,Manhattan,MN0202,-73.99957850679242,40.72996721995922,POINT (-73.99957852694195 40.729967207054514),POINT (-73.99957850679242 40.72996721995922),15.279,87247,22.642,85434,12.708,85521,19.44,85517,17.716,85523,22.729,81199,30.606,FPC-488,38.645,84758,40.089,85495,33.918,FPC-457
36061006700,Manhattan,MN0203,-74.00412224839053,40.73045257093796,POINT (-74.0041222640263 40.730452565666816),POINT (-74.00412224839053 40.73045257093796),16.044,87247,14.78,85517,23.407,85434,13.473,85521,15.506,85523,23.494,81199,31.371,FPC-488,39.41,84758,40.193,85495,31.615,FPC-457
36061006800,Manhattan,MN0602,-73.98407917312461,40.740437329601995,POINT (-73.98407919747356 40.740437312260795),POINT (-73.98407917312461 40.740437329602),9.945,87247,13.641,85521,17.449,85523,25.252,85434,16.114,81199,18.829,85517,33.165,FPC-488,38.812,84758,39.491,85495,29.179,FPC-624
36061006900,Manhattan,MN0203,-74.00999837601391,40.73037892172992,POINT (-74.0099984141012 40.73037892288804),POINT (-74.00999837601391 40.73037892172992),19.377,85517,22.557,87247,19.986,85521,29.92,85434,20.668,85523,30.007,81199,37.884,FPC-488,45.923,84758,44.79,85495,36.212,FPC-457
36061007001,Manhattan,MN0603,-73.97582432610801,40.74270836386233,POINT (-73.97582433797677 40.742708355759014),POINT (-73.97582432610801 40.74270836386233),4294967.295,85521,4294967.295,87247,4294967.295,81199,4294967.295,85523,4294967.295,85434,4294967.295,85517,4294967.295,FPC-488,4294967.295,84758,4294967.295,FPC-624,4294967.295,85495
36061007002,Manhattan,MN0603,-73.97813139634542,40.74367558303793,POINT (-73.97813140696958 40.74367557672451),POINT (-73.97813139634542 40.74367558303793),11.656,85521,17.451,87247,14.897,85523,13.203,81199,29.607,85434,24.723,85517,37.012,FPC-488,42.659,84758,28.281,FPC-624,43.892,85495
36061007100,Manhattan,MN0203,-73.99991361124717,40.73544661959126,POINT (-73.99991364404127 40.735446590951895),POINT (-73.99991361124717 40.73544661959126),12.929,87247,12.846,85521,12.21,85523,22.78,85434,16.742,85517,22.867,81199,30.744,FPC-488,38.564,84758,40.227,85495,33.577,FPC-457
36061007200,Manhattan,MN0603,-73.98085592085918,40.74486136560277,POINT (-73.980855944483 40.74486134912044),POINT (-73.98085592085918 40.74486136560277),9.327,85521,14.923,87247,15.526,85523,12.724,81199,28.857,85434,23.03,85517,34.285,FPC-488,39.932,84758,26.158,FPC-624,41.165,85495
36061007300,Manhattan,MN0203,-74.00410623322425,40.73411571546968,POINT (-74.00410625040703 40.73411570394857),POINT (-74.00410623322425 40.73411571546968),15.063,87247,13.129,85521,12.733,85523,23.063,85434,14.457,85517,22.984,81199,31.027,FPC-488,39.066,84758,39.87,85495,31.292,FPC-457
36061007500,Manhattan,MN0203,-74.0087382430871,40.73438603572763,POINT (-74.00873826293508 40.73438603135474),POINT (-74.00873824308709 40.73438603572763),21.599,87247,19.606,85521,20.734,85517,19.01,85523,29.54,85434,27.057,81199,37.041,FPC-488,42.688,84758,46.147,85495,37.569,FPC-457
36061007600,Manhattan,MN0501,-73.98729624839149,40.74756594153478,POINT (-73.98729626957324 40.747565928155815),POINT (-73.98729624839149 40.74756594153478),3.513,85521,8.31,87247,10.164,85523,17.444,81199,26.512,85434,23.823,85517,35.744,FPC-488,41.703,84758,29.828,FPC-624,39.401,85495
36061007700,Manhattan,MN0203,-74.00329385357644,40.73808308576592,POINT (-74.00329385087566 40.73808308035789),POINT (-74.00329385357644 40.73808308576592),16.369,87247,15.381,85521,12.559,85523,28.226,85434,18.204,85517,21.652,81199,31.308,FPC-488,36.955,84758,40.862,85495,35.039,FPC-457
36061007800,Manhattan,MN0603,-73.97467365973009,40.74632537305917,POINT (-73.97467365469602 40.746325367646286),POINT (-73.97467365973009 40.74632537305917),13.427,81199,12.634,85521,19.026,87247,15.121,85523,28.667,85434,23.083,85517,38.112,FPC-488,43.759,84758,28.505,FPC-624,43.745,85495
36061008000,Manhattan,MN0603,-73.9776523314043,40.74925841664874,POINT (-73.9776523544691 40.74925839999048),POINT (-73.9776523314043 40.74925841664874),11.352,85521,11.844,81199,9.297,85523,15.299,87247,32.42,85434,23.286,85517,33.275,FPC-488,22.152,FPC-624,40.86,84758,41.016,85495
36061008100,Manhattan,MN0401,-73.99877177141194,40.739805730412016,POINT (-73.99877174429504 40.739805736019015),POINT (-73.99877177141194 40.73980573041202),11.425,87247,11.591,85521,10.001,85523,24.501,85434,19.732,81199,16.729,85517,31.723,FPC-488,37.792,84758,39.739,85495,31.566,FPC-624
36061008200,Manhattan,MN0502,-73.98087259028384,40.750613781693495,POINT (-73.98087261356555 40.750613765291924),POINT (-73.98087259028384 40.7506137816935),9.524,85521,11.086,85523,11.609,87247,11.592,81199,33.392,85434,25.114,85517,37.326,FPC-488,23.98,FPC-624,44.911,84758,38.918,81612
36061008300,Manhattan,MN0401,-74.00445211268418,40.742198823137,POINT (-74.0044520874449 40.742198824573734),POINT (-74.00445211268418 40.742198823137),17.427,87247,15.24,85521,16.423,85523,26.427,85434,22.163,85517,19.853,81199,31.844,FPC-488,38.587,84758,42.769,85495,32.386,FPC-624
36061008400,Manhattan,MN0502,-73.98409384539356,40.751969910803574,POINT (-73.9840938636639 40.75196990136375),POINT (-73.98409384539356 40.75196991080357),6.791,85521,8.157,85523,10.523,87247,14.827,81199,30.659,85434,27.631,85517,37.531,FPC-488,27.205,FPC-624,45.116,84758,35.794,81612
36061008700,Manhattan,MN0401,-73.99699453343844,40.74224335877817,POINT (-73.99699450431714 40.742243363041865),POINT (-73.99699453343844 40.74224335877817),9.912,87247,11.822,85521,9.915,85523,26.061,85434,21.771,81199,16.643,85517,33.114,FPC-488,38.761,84758,41.455,85495,32.535,FPC-624
36061008900,Manhattan,MN0401,-74.00267744792825,40.74463788717642,POINT (-74.00267742106115 40.74463789059923),POINT (-74.00267744792825 40.74463788717642),16.326,87247,17.194,85521,15.907,85523,30.379,85434,21.807,81199,23.948,85517,35.016,FPC-488,40.663,84758,34.462,FPC-624,45.828,85495
36061009100,Manhattan,MN0401,-73.99519664557965,40.74471843859997,POINT (-73.99519662121072 40.74471844171353),POINT (-73.99519664557965 40.74471843859997),6.68,87247,10.091,85521,7.966,85523,18.022,81199,26.004,85434,16.695,85517,34.473,FPC-488,40.434,84758,32.931,FPC-624,41.507,85495
36061009200,Manhattan,MN0604,-73.97474012129685,40.75364667729728,POINT (-73.97474014520769 40.75364666419461),POINT (-73.97474012129685 40.75364667729728),9.336,81199,14.672,85521,9.403,85523,18.749,87247,33.206,85434,23.701,85517,22.567,FPC-624,33.381,FPC-488,40.966,84758,37.437,81612
36061009300,Manhattan,MN0401,-74.00087528572324,40.747113531342414,POINT (-74.00087526397357 40.74711353235393),POINT (-74.00087528572324 40.74711353134241),13.899,87247,13.809,85521,13.48,85523,18.422,81199,28.029,85434,22.209,85517,34.873,FPC-488,43.854,84758,35.728,FPC-624,45.476,85495
36061009400,Manhattan,MN0502,-73.97774408784096,40.75522698291681,POINT (-73.97774411769815 40.75522696927366),POINT (-73.97774408784096 40.75522698291681),9.451,81199,12.581,85521,11.674,85523,14.635,87247,34.33,85434,26.347,85517,25.213,FPC-624,35.087,FPC-488,42.672,84758,36.515,81612
36061009500,Manhattan,MN0501,-73.99335783100113,40.747236613418885,POINT (-73.99335780527082 40.747236618528945),POINT (-73.99335783100113 40.74723661341888),6.565,87247,8.357,85521,5.942,85523,18.933,81199,27.828,85434,16.67,85517,35.462,FPC-488,41.109,84758,30.907,FPC-624,41.482,85495
36061009600,Manhattan,MN0502,-73.98088602116582,40.75637499569668,POINT (-73.98088604223729 40.756374983036366),POINT (-73.98088602116582 40.75637499569668),10.432,85523,9.532,85521,13.667,81199,15.079,87247,29.564,85434,28.484,85517,28.857,FPC-624,36.648,FPC-488,44.233,84758,31.493,81612
36061009700,Manhattan,MN0401,-73.99903271626314,40.749640888137115,POINT (-73.99903269109056 40.7496408884048),POINT (-73.99903271626314 40.74964088813712),13.741,87247,13.452,85523,13.423,85521,22.137,81199,31.744,85434,24.18,85517,38.588,FPC-488,37.754,FPC-624,44.939,84758,48.992,85495
36061009800,Manhattan,MN0604,-73.96777472513914,40.75578800691339,POINT (-73.967774717697 40.755788004678),POINT (-73.96777472513914 40.75578800691339),7.844,81199,17.022,85521,17.047,85523,22.125,87247,33.178,85434,25.86,FPC-624,28.565,85517,32.117,FPC-488,39.702,84758,37.228,81612
36061009902,Manhattan,MN0401,-74.00495639288705,40.75213531411628,POINT (-74.00495636304001 40.75213531696895),POINT (-74.00495639288705 40.75213531411628),20.601,87247,13.874,85523,16.726,85521,25.453,81199,37.262,85434,29.564,85517,41.607,FPC-488,34.933,FPC-624,47.254,84758,52.419,85495
36061009903,Manhattan,MN0401,-74.00247122783422,40.75614840872762,POINT (-74.00247121412347 40.756148385102335),POINT (-74.00247122783422 40.75614840872762),11.384,85523,14.757,85521,21.729,87247,22.963,81199,36.986,85434,29.674,85517,39.518,FPC-488,32.443,FPC-624,47.103,84758,39.418,81612
36061010000,Manhattan,MN0604,-73.9712333380797,40.758064923372565,POINT (-73.97123336153354 40.75806490689762),POINT (-73.9712333380797 40.75806492337257),2.375,81199,11.938,85523,14.822,85521,18.447,87247,31.832,85434,22.182,FPC-624,25.135,85517,31.353,FPC-488,36.464,81612,38.938,84758
36061010100,Manhattan,MN0501,-73.99153675538079,40.74973079938639,POINT (-73.99153673027368 40.74973080197947),POINT (-73.99153675538079 40.74973079938639),6.197,85521,10.688,87247,6.079,85523,17.641,81199,28.976,85434,18.845,85517,35.643,FPC-488,28.89,FPC-624,43.043,84758,40.475,85495
36061010200,Manhattan,MN0502,-73.97444936939088,40.75942376926727,POINT (-73.97444939247534 40.75942375316622),POINT (-73.97444936939088 40.75942376926727),5.516,81199,14.143,85523,12.772,85521,17.451,87247,31.653,85434,23.334,FPC-624,28.923,85517,30.868,FPC-488,32.972,81612,38.453,84758
36061010300,Manhattan,MN0401,-73.99721529808772,40.7521334104435,POINT (-73.9972152729587 40.752133412909245),POINT (-73.99721529808772 40.7521334104435),12.832,85523,17.646,87247,9.106,85521,18.626,81199,31.211,85434,25.598,85517,36.628,FPC-488,33.441,FPC-624,44.667,84758,45.341,85495
36061010400,Manhattan,MN0502,-73.97767288532971,40.76077898601418,POINT (-73.97767290541466 40.76077897376044),POINT (-73.97767288532971 40.76077898601418),10.439,81199,13.183,85523,12.51,85521,16.701,87247,32.542,85434,28.246,FPC-624,29.021,85517,33.105,FPC-488,32.867,81612,40.69,84758
36061010801,Manhattan,MN0604,-73.96617557672838,40.75798107921553,POINT (-73.9661755544192 40.75798108570525),POINT (-73.96617557672838 40.75798107921553),6.096,81199,17.145,85521,19.282,85523,22.692,87247,35.361,85434,25.284,FPC-624,32.24,FPC-488,30.748,85517,37.351,81612,39.825,84758
36061010802,Manhattan,MN0604,-73.96387512885923,40.759122475364215,POINT (-73.96387512866309 40.75912247528157),POINT (-73.96387512885923 40.75912247536422),10.186,81199,20.593,85521,20.974,85523,26.074,87247,36.915,85434,23.389,FPC-624,32.505,FPC-488,38.99,81612,28.978,85517,40.09,84758
36061010803,Manhattan,MN0604,-73.9661751690668,40.7600932102395,POINT (-73.96617516804623 40.76009321178518),POINT (-73.9661751690668 40.7600932102395),6.644,81199,18.605,85523,18.099,85521,23.646,87247,36.097,85434,21.836,FPC-624,27.425,85517,31.183,FPC-488,37.437,81612,38.768,84758
36061010900,Manhattan,MN0502,-73.98970307625612,40.75225067339264,POINT (-73.9897030538826 40.75225067526172),POINT (-73.98970307625612 40.75225067339264),4.337,85523,5.266,85521,11.853,87247,17.82,81199,28.514,85434,20.792,85517,35.822,FPC-488,30.837,FPC-624,43.861,84758,33.108,81612
36061011100,Manhattan,MN0401,-73.99538885707753,40.75464734585717,POINT (-73.99538883257767 40.75464734838661),POINT (-73.99538885707753 40.75464734585717),11.168,85523,9.005,85521,17.545,87247,18.303,81199,30.888,85434,25.497,85517,36.305,FPC-488,33.118,FPC-624,44.344,84758,33.644,81612
36061011201,Manhattan,MN0502,-73.97534573282564,40.7639779010806,POINT (-73.97534572618518 40.76397790474503),POINT (-73.97534573282564 40.7639779010806),11.074,81199,13.494,85523,10.562,85521,16.109,87247,30.594,85434,26.264,FPC-624,29.678,85517,31.14,81612,36.119,FPC-488,43.704,84758
36061011202,Manhattan,MN0502,-73.97213117788796,40.762603948520116,POINT (-73.97213117316086 40.762603948279406),POINT (-73.97213117788796 40.76260394852012),7.661,81199,16.085,85523,15.749,85521,19.393,87247,35.781,85434,21.535,FPC-624,27.124,85517,36.455,81612,34.72,FPC-488,42.305,84758
36061011203,Manhattan,MN0604,-73.96891072325587,40.761241658331635,POINT (-73.9689107183952 40.76124165800081),POINT (-73.96891072325587 40.76124165833163),3.643,81199,15.84,85523,16.727,85521,21.043,87247,34.428,85434,18.255,FPC-624,23.844,85517,33.856,81612,31.578,FPC-488,39.163,84758
36061011300,Manhattan,MN0502,-73.98786993559033,40.75477510311485,POINT (-73.98786990889563 40.75477510406772),POINT (-73.98786993559033 40.75477510311485),0.26,85523,8.126,85521,12.215,87247,17.385,81199,29.608,85434,20.16,85517,27.073,FPC-624,34.148,FPC-488,41.733,84758,29.904,81612
36061011402,Manhattan,MN0802,-73.96727887650731,40.763482577430466,POINT (-73.96727887607466 40.76348257470076),POINT (-73.96727887650731 40.76348257743047),7.492,81199,13.945,85523,12.746,85521,18.293,87247,32.778,85434,17.252,FPC-624,32.853,81612,22.841,85517,34.833,FPC-488,42.418,84758
36061011800,Manhattan,MN0801,-73.96085525425684,40.765274736653794,POINT (-73.9608552482408 40.76527473275156),POINT (-73.96085525425684 40.76527473665379),12.881,81199,19.873,85523,18.674,85521,24.221,87247,24.474,FPC-624,38.706,85434,40.075,81612,36.346,FPC-488,30.637,85517,43.931,84758
36061011900,Manhattan,MN0502,-73.98602477324474,40.757315185214956,POINT (-73.9860247490562 40.75731518798071),POINT (-73.98602477324474 40.75731518521496),4.103,85523,10.548,85521,14.21,87247,16.55,81199,31.046,85434,22.155,85517,27.177,FPC-624,36.143,FPC-488,43.728,84758,31.899,81612
36061012000,Manhattan,MN0802,-73.96476633494787,40.76692610086383,POINT (-73.96476635804093 40.76692608474493),POINT (-73.96476633494787 40.76692610086383),10.041,81199,14.961,85523,13.762,85521,19.309,87247,19.972,FPC-624,33.794,85434,35.573,81612,27.982,85517,39.605,FPC-488,47.19,84758
36061012101,Manhattan,MN0402,-73.99027921142289,40.7591118856861,POINT (-73.99027921023297 40.759111887490185),POINT (-73.99027921142289 40.7591118856861),8.585,85523,12.273,85521,18.36,87247,14.811,81199,29.418,85434,26.398,85517,29.537,FPC-624,34.824,FPC-488,30.063,81612,42.863,84758
36061012102,Manhattan,MN0402,-73.99311908739338,40.760307588688896,POINT (-73.99311909019487 40.760307584922934),POINT (-73.99311908739338 40.7603075886889),11.161,85523,12.89,85521,21.43,87247,19.298,81199,33.905,85434,29.382,85517,33.418,FPC-624,39.311,FPC-488,34.55,81612,47.35,84758
36061012200,Manhattan,MN0802,-73.9679840510398,40.768281177830545,POINT (-73.96798407414133 40.768281161706106),POINT (-73.96798405103981 40.76828117783054),13.647,81199,18.044,85523,17.877,85521,23.424,87247,23.787,FPC-624,37.909,85434,37.524,81612,31.797,85517,41.352,FPC-488,48.937,84758
36061012500,Manhattan,MN0502,-73.98417553104916,40.75984064060919,POINT (-73.98417550438455 40.75984064422658),POINT (-73.98417553104916 40.75984064060919),8.068,85523,9.032,85521,14.162,81199,13.885,87247,29.975,85434,24.225,85517,27.578,FPC-624,35.874,FPC-488,31.904,81612,43.459,84758
36061012601,Manhattan,MN0801,-73.95740673835355,40.76799408107082,POINT (-73.95740675022725 40.767994074349865),POINT (-73.95740673835355 40.76799408107082),14.877,81199,15.544,85523,16.386,85521,23.764,87247,23.77,FPC-624,38.249,85434,39.736,81612,40.775,FPC-488,34.686,85024,32.111,85517
36061012602,Manhattan,MN0801,-73.95970802935926,40.768967339365844,POINT (-73.95970804191644 40.76896733229271),POINT (-73.95970802935926 40.76896733936584),14.406,81199,16.463,85523,17.305,85521,24.683,87247,22.351,FPC-624,39.168,85434,38.317,81612,40.423,FPC-488,31.001,85517,48.008,84758
36061012700,Manhattan,MN0402,-73.98985655205378,40.76223834459453,POINT (-73.98985652978874 40.76223834884176),POINT (-73.98985655205378 40.76223834459453),13.749,85523,15.597,85521,21.142,87247,15.864,81199,34.487,85434,29.587,85517,34.835,FPC-624,37.576,FPC-488,36.06,81612,45.161,84758
36061013000,Manhattan,MN0802,-73.96473353312317,40.772736044900476,POINT (-73.9647335587036 40.77273602745226),POINT (-73.96473353312317 40.77273604490048),16.861,81199,21.894,85523,22.675,85521,28.114,87247,22.273,FPC-624,42.622,85434,35.453,81612,34.138,85517,45.198,FPC-488,52.783,84758
36061013100,Manhattan,MN0502,-73.98235350958424,40.762345809854715,POINT (-73.98235348632824 40.76234581224278),POINT (-73.98235350958424 40.76234580985471),7.585,85523,9.946,81199,11.098,85521,15.478,87247,31.033,85434,27.84,FPC-624,23.423,85517,31.658,FPC-488,28.365,81612,39.243,84758
36061013201,Manhattan,MN0801,-73.95206875524792,40.76870128714931,POINT (-73.95206872825496 40.76870129219925),POINT (-73.95206875524792 40.76870128714931),19.605,81199,25.594,FPC-624,22.755,85523,23.597,85521,30.975,87247,45.46,85434,42.843,81612,41.897,85024,45.374,FPC-488,52.959,84758
36061013202,Manhattan,MN0801,-73.94972087111296,40.769830572227576,POINT (-73.94972086792664 40.76983057377083),POINT (-73.94972087111296 40.76983057222758),21.986,81199,25.254,FPC-624,25.973,85523,26.815,85521,34.193,87247,43.374,81612,47.769,85434,45.115,85024,47.755,FPC-488,55.34,84758
36061013300,Manhattan,MN0402,-73.988034964202,40.764738102486476,POINT (-73.98803493655537 40.76473810600568),POINT (-73.988034964202 40.76473810248648),12.534,85523,17.067,85521,15.584,81199,20.427,87247,34.207,85434,28.372,85517,33.529,FPC-624,34.055,81612,37.296,FPC-488,44.881,84758
36061013601,Manhattan,MN0803,-73.94625310990149,40.772011393602405,POINT (-73.94625312915935 40.77201138612589),POINT (-73.94625310990149 40.7720113936024),24.465,81199,26.715,FPC-624,28.63,85523,29.472,85521,35.845,87247,43.586,81612,49.23,85434,47.153,85024,51.765,FPC-488,59.35,84758
36061013602,Manhattan,MN0803,-73.94854459936019,40.77186972030817,POINT (-73.94854459857956 40.77186972010108),POINT (-73.94854459936019 40.77186972030817),21.676,81199,23.926,FPC-624,26.269,85523,27.111,85521,33.056,87247,42.046,81612,46.441,85434,44.364,85024,49.711,FPC-488,57.296,84758
